Exam,Unit,Subject,Month,Year,Paper,Number,Section,Topic,Difficulty,Correct,Question,Answer A,Answer B,Answer C,Answer D,Validated Question Code,Validated Answer A Code,Validated Answer B Code,Validated Answer C Code,Validated Answer D Code,Q,A,B,C,D,Question Diagram Path Prefix,A Diagram Path Prefix,B Diagram Path Prefix,C Diagram Path Prefix,D Diagram Path Prefix
cape,2,PureMathematics,May,2026,1,21,"Sequences, Series and Approximations",Series,3,D,\text{The sum } ( S_n ) \text{ in terms of } ( n ) \text{ for the series } ( \sum_{(r=1)}^n (r^3 + 2r - 3) ) \text{ is},n(n+1) + \frac{1}{4} - 3n,n(n+1) \left[ \frac{n(n+1)}{4} \right] + 3n,n(n+1) \left[ \frac{n(n+1)}{4} + 1 \right],n(n+1) \left[ \frac{n(n+1)}{4} + 1 \right] - 3n,"LaTeX(""The sum $( S_n )$ in terms of $( n )$ for the series $( \\sum_{(r=1)}^n (r^3 + 2r - 3) )$ is"").parsingMode(.onlyEquations)","LaTeX(""$n(n+1) + \\frac{1}{4} - 3n$"").parsingMode(.onlyEquations)","LaTeX(""$n(n+1) \\left[ \\frac{n(n+1)}{4} \\right] + 3n$"").parsingMode(.onlyEquations)","LaTeX(""$n(n+1) \\left[ \\frac{n(n+1)}{4} + 1 \\right]$"").parsingMode(.onlyEquations)","LaTeX(""$n(n+1) \\left[ \\frac{n(n+1)}{4} + 1 \\right] - 3n$"").parsingMode(.onlyEquations)",The sum $( S_n )$ in terms of $( n )$ for the series $( \sum_{(r=1)}^n (r^3 + 2r - 3) )$ is,$n(n+1) + \frac{1}{4} - 3n$,$n(n+1) \left[ \frac{n(n+1)}{4} \right] + 3n$,$n(n+1) \left[ \frac{n(n+1)}{4} + 1 \right]$,$n(n+1) \left[ \frac{n(n+1)}{4} + 1 \right] - 3n$,cape_2_puremathematics_may_2026_1_21,cape_2_puremathematics_may_2026_1_21_a,cape_2_puremathematics_may_2026_1_21_b,cape_2_puremathematics_may_2026_1_21_c,cape_2_puremathematics_may_2026_1_21_d
cape,2,PureMathematics,May,2026,1,22,"Sequences, Series and Approximations",Series,2,A,"\text{Which of the following series are arithmetic series?}
\text{I. } ( \sum_{(r=1)}^n (7 + 3r) )
\text{II. } ( \sum_{(r=1)}^n \log_{10} 3^{(r+1)} )
\text{III. } ( \sum_{(r=1)}^n \log_{10} (r+1) )",\text{I and II only},\text{I and III only},\text{II and III only},"\text{I, II and III}","LaTeX(""Which of the following series are arithmetic series?\nI. $( \\sum_{(r=1)}^n (7 + 3r) )$\nII. $( \\sum_{(r=1)}^n \\log_{10} 3^{(r+1)} )$\nIII. $( \\sum_{(r=1)}^n \\log_{10} (r+1) )$"").parsingMode(.onlyEquations)","LaTeX(""I and II only"").parsingMode(.onlyEquations)","LaTeX(""I and III only"").parsingMode(.onlyEquations)","LaTeX(""II and III only"").parsingMode(.onlyEquations)","LaTeX(""I, II and III"").parsingMode(.onlyEquations)","Which of the following series are arithmetic series?
I. $( \sum_{(r=1)}^n (7 + 3r) )$
II. $( \sum_{(r=1)}^n \log_{10} 3^{(r+1)} )$
III. $( \sum_{(r=1)}^n \log_{10} (r+1) )$",I and II only,I and III only,II and III only,"I, II and III",cape_2_puremathematics_may_2026_1_22,cape_2_puremathematics_may_2026_1_22_a,cape_2_puremathematics_may_2026_1_22_b,cape_2_puremathematics_may_2026_1_22_c,cape_2_puremathematics_may_2026_1_22_d
cape,2,PureMathematics,May,2026,1,45,Counting Matricies and Differential Equations,Differential Equations and Modelling,4,A,\text{The displacement x of a particle at time t is given by the differential equation is } ( \frac{d^2x}{dt^2} + 2 \frac{dx}{dt} - 5x = 4e^t ) \text{. A particular integral for the solution of this differential equation is},( x = -2e^t ),x = \frac{1}{4}e^t,x = \frac{1}{2}e^t,( x = 4e^t ),"LaTeX(""The displacement x of a particle at time t is given by the differential equation is $( \\frac{d^2x}{dt^2} + 2 \\frac{dx}{dt} - 5x = 4e^t )$. A particular integral for the solution of this differential equation is"").parsingMode(.onlyEquations)","LaTeX(""( x = -2e^t )"").parsingMode(.onlyEquations)","LaTeX(""$x = \\frac{1}{4}e^t$"").parsingMode(.onlyEquations)","LaTeX(""$x = \\frac{1}{2}e^t$"").parsingMode(.onlyEquations)","LaTeX(""( x = 4e^t )"").parsingMode(.onlyEquations)",The displacement x of a particle at time t is given by the differential equation is $( \frac{d^2x}{dt^2} + 2 \frac{dx}{dt} - 5x = 4e^t )$. A particular integral for the solution of this differential equation is,( x = -2e^t ),$x = \frac{1}{4}e^t$,$x = \frac{1}{2}e^t$,( x = 4e^t ),cape_2_puremathematics_may_2026_1_45,cape_2_puremathematics_may_2026_1_45_a,cape_2_puremathematics_may_2026_1_45_b,cape_2_puremathematics_may_2026_1_45_c,cape_2_puremathematics_may_2026_1_45_d
cape,2,Economics,May,2020,1,15,"Growth, Sustainable Development and Global Relations",Payments and Exchange Rates,3,C,"\text{Item 15 refers to the following table which shows data from the balance of payments figures of a Caribbean territory.

What is the balance on the current account?}",-\$50 \text{m},+\$50 \text{m},-\$55 \text{m},+\$285 \text{m},"LaTeX(""Item 15 refers to the following table which shows data from the balance of payments figures of a Caribbean territory.\n\nWhat is the balance on the current account?"").parsingMode(.onlyEquations)","LaTeX(""$-\\$50$m"").parsingMode(.onlyEquations)","LaTeX(""$+\\$50$m"").parsingMode(.onlyEquations)","LaTeX(""$-\\$55$m"").parsingMode(.onlyEquations)","LaTeX(""$+\\$285$m"").parsingMode(.onlyEquations)","Item 15 refers to the following table which shows data from the balance of payments figures of a Caribbean territory.

What is the balance on the current account?",$-\$50$m,$+\$50$m,$-\$55$m,$+\$285$m,cape_2_economics_may_2020_1_15,cape_2_economics_may_2020_1_15_a,cape_2_economics_may_2020_1_15_b,cape_2_economics_may_2020_1_15_c,cape_2_economics_may_2020_1_15_d
cape,2,Economics,May,2022,1,15,"Growth, Sustainable Development and Global Relations",Payments and Exchange Rates,3,C,"\text{Item 15 refers to the following table which shows data from the balance of payments figures of a Caribbean territory.

What is the balance on the current account?}",-\$50 \text{ million},+\$50 \text{ million},-\$55 \text{ million},+\$285 \text{ million},"LaTeX(""Item 15 refers to the following table which shows data from the balance of payments figures of a Caribbean territory.\n\nWhat is the balance on the current account?"").parsingMode(.onlyEquations)","LaTeX(""$-\\$50$ million"").parsingMode(.onlyEquations)","LaTeX(""$+\\$50$ million"").parsingMode(.onlyEquations)","LaTeX(""$-\\$55$ million"").parsingMode(.onlyEquations)","LaTeX(""$+\\$285$ million"").parsingMode(.onlyEquations)","Item 15 refers to the following table which shows data from the balance of payments figures of a Caribbean territory.

What is the balance on the current account?",$-\$50$ million,$+\$50$ million,$-\$55$ million,$+\$285$ million,cape_2_economics_may_2022_1_15,cape_2_economics_may_2022_1_15_a,cape_2_economics_may_2022_1_15_b,cape_2_economics_may_2022_1_15_c,cape_2_economics_may_2022_1_15_d
cape,1,MOB,May,2024,1,42,Business Finance and Financial Decision-Making,Investment Appraisal Methods,4,C,"\text{An investment costs }  \1000  \text{ and generates cash flow of }  \80  \text{ over an indefinite period.}
\text{The internal rate of return is}",4 \frac{1}{2}\%,6 \frac{1}{4}\%,8\%,12\%,"LaTeX(""An investment costs  $\\$1000$  and generates cash flow of  $\\$80$  over an indefinite period.\nThe internal rate of return is"").parsingMode(.onlyEquations)","LaTeX(""$4 \\frac{1}{2}\\%$"").parsingMode(.onlyEquations)","LaTeX(""$6 \\frac{1}{4}\\%$"").parsingMode(.onlyEquations)","LaTeX(""$8\\%$"").parsingMode(.onlyEquations)","LaTeX(""$12\\%$"").parsingMode(.onlyEquations)","An investment costs  $\$1000$  and generates cash flow of  $\$80$  over an indefinite period.
The internal rate of return is",$4 \frac{1}{2}\%$,$6 \frac{1}{4}\%$,$8\%$,$12\%$,cape_1_mob_may_2024_1_42,cape_1_mob_may_2024_1_42_a,cape_1_mob_may_2024_1_42_b,cape_1_mob_may_2024_1_42_c,cape_1_mob_may_2024_1_42_d
cape,1,AppliedMathematics,May,2019,1,19,Managing Uncertainty,Normal Distribution,3,D,"\text{If } ( Z \sim N(0, 1) ) \text{, then } ( P(-1 < Z < 2) ) \text{ is given by}",2(1 - \Phi(2)),\Phi(2) - \Phi(1),2 \Phi(2) - 1,\Phi(1) + \Phi(2) - 1,"LaTeX(""If $( Z \\sim N(0, 1) )$, then $( P(-1 < Z < 2) )$ is given by"").parsingMode(.onlyEquations)","LaTeX(""$2(1 - \\Phi(2))$"").parsingMode(.onlyEquations)","LaTeX(""$\\Phi(2) - \\Phi(1)$"").parsingMode(.onlyEquations)","LaTeX(""$2 \\Phi(2) - 1$"").parsingMode(.onlyEquations)","LaTeX(""$\\Phi(1) + \\Phi(2) - 1$"").parsingMode(.onlyEquations)","If $( Z \sim N(0, 1) )$, then $( P(-1 < Z < 2) )$ is given by",$2(1 - \Phi(2))$,$\Phi(2) - \Phi(1)$,$2 \Phi(2) - 1$,$\Phi(1) + \Phi(2) - 1$,cape_1_appliedmathematics_may_2019_1_19,cape_1_appliedmathematics_may_2019_1_19_a,cape_1_appliedmathematics_may_2019_1_19_b,cape_1_appliedmathematics_may_2019_1_19_c,cape_1_appliedmathematics_may_2019_1_19_d
cape,1,AppliedMathematics,May,2021,1,18,Managing Uncertainty,Normal Distribution,1,B,"\text{For a standard normal distribution curve, what approximate percentage of the area under the curve is covered by } ( \mu \pm 2 \sigma ) \text{?}",( 90\% ),( 95\% ),( 97.5\% ),( 99\% ),"LaTeX(""For a standard normal distribution curve, what approximate percentage of the area under the curve is covered by $( \\mu \\pm 2 \\sigma )$?"").parsingMode(.onlyEquations)","LaTeX(""( 90\\% )"").parsingMode(.onlyEquations)","LaTeX(""( 95\\% )"").parsingMode(.onlyEquations)","LaTeX(""( 97.5\\% )"").parsingMode(.onlyEquations)","LaTeX(""( 99\\% )"").parsingMode(.onlyEquations)","For a standard normal distribution curve, what approximate percentage of the area under the curve is covered by $( \mu \pm 2 \sigma )$?",( 90\% ),( 95\% ),( 97.5\% ),( 99\% ),cape_1_appliedmathematics_may_2021_1_18,cape_1_appliedmathematics_may_2021_1_18_a,cape_1_appliedmathematics_may_2021_1_18_b,cape_1_appliedmathematics_may_2021_1_18_c,cape_1_appliedmathematics_may_2021_1_18_d
cape,1,Physics,May,2020,1,1,"Mechanics, Waves and Properties of Matter",S.I. Units,2,C,\text{If } ( x = 3 \text{ mg} ) \text{ and } ( y = 9 \text{ kg} ) \text{ then},y = 3 \times 10^{3} x,y = 3 \times 10^{5} x,y = 3 \times 10^{6} x,y = 3 \times 10^{9} x,"LaTeX(""If $( x = 3$ mg$)$ and $( y = 9$ kg$)$ then"").parsingMode(.onlyEquations)","LaTeX(""$y = 3 \\times 10^{3} x$"").parsingMode(.onlyEquations)","LaTeX(""$y = 3 \\times 10^{5} x$"").parsingMode(.onlyEquations)","LaTeX(""$y = 3 \\times 10^{6} x$"").parsingMode(.onlyEquations)","LaTeX(""$y = 3 \\times 10^{9} x$"").parsingMode(.onlyEquations)",If $( x = 3$ mg$)$ and $( y = 9$ kg$)$ then,$y = 3 \times 10^{3} x$,$y = 3 \times 10^{5} x$,$y = 3 \times 10^{6} x$,$y = 3 \times 10^{9} x$,cape_1_physics_may_2020_1_1,cape_1_physics_may_2020_1_1_a,cape_1_physics_may_2020_1_1_b,cape_1_physics_may_2020_1_1_c,cape_1_physics_may_2020_1_1_d
cape,1,Physics,May,2020,1,3,"Mechanics, Waves and Properties of Matter",Motions,2,A,"\text{During training, a boy runs a circular } ( 400 \text{ m} ) \text{ track at a constant speed of } ( 5 \text{ m s}^{-1} ) \text{. What is his angular velocity?}",0.079 \text{ rad s}^{-1},12.7 \text{ rad s}^{-1},80 \text{ rad s}^{-1},318 \text{ rad s}^{-1},"LaTeX(""During training, a boy runs a circular $( 400$ m$)$ track at a constant speed of $( 5$ m s$^{-1} )$. What is his angular velocity?"").parsingMode(.onlyEquations)","LaTeX(""$0.079$ rad s$^{-1}$"").parsingMode(.onlyEquations)","LaTeX(""$12.7$ rad s$^{-1}$"").parsingMode(.onlyEquations)","LaTeX(""$80$ rad s$^{-1}$"").parsingMode(.onlyEquations)","LaTeX(""$318$ rad s$^{-1}$"").parsingMode(.onlyEquations)","During training, a boy runs a circular $( 400$ m$)$ track at a constant speed of $( 5$ m s$^{-1} )$. What is his angular velocity?",$0.079$ rad s$^{-1}$,$12.7$ rad s$^{-1}$,$80$ rad s$^{-1}$,$318$ rad s$^{-1}$,cape_1_physics_may_2020_1_3,cape_1_physics_may_2020_1_3_a,cape_1_physics_may_2020_1_3_b,cape_1_physics_may_2020_1_3_c,cape_1_physics_may_2020_1_3_d
cape,1,Physics,May,2020,1,4,"Mechanics, Waves and Properties of Matter",Physical Quantities,2,C,"\text{A student measures the circumference of a circular room of radius } ( 5.00 \text{ m} ) \text{ and obtains the result of } ( 31.41 \text{ m} ) \text{.}
\text{Which of the following statements is correct?}",\text{The measured circumference is precise but not accurate.},\text{The measured circumference is not precise and not accurate.},\text{The measured circumference is precise and accurate.},\text{The measured circumference is not precise but accurate.},"LaTeX(""A student measures the circumference of a circular room of radius $( 5.00$ m$)$ and obtains the result of $( 31.41$ m$)$.\nWhich of the following statements is correct?"").parsingMode(.onlyEquations)","LaTeX(""The measured circumference is precise but not accurate."").parsingMode(.onlyEquations)","LaTeX(""The measured circumference is not precise and not accurate."").parsingMode(.onlyEquations)","LaTeX(""The measured circumference is precise and accurate."").parsingMode(.onlyEquations)","LaTeX(""The measured circumference is not precise but accurate."").parsingMode(.onlyEquations)","A student measures the circumference of a circular room of radius $( 5.00$ m$)$ and obtains the result of $( 31.41$ m$)$.
Which of the following statements is correct?",The measured circumference is precise but not accurate.,The measured circumference is not precise and not accurate.,The measured circumference is precise and accurate.,The measured circumference is not precise but accurate.,cape_1_physics_may_2020_1_4,cape_1_physics_may_2020_1_4_a,cape_1_physics_may_2020_1_4_b,cape_1_physics_may_2020_1_4_c,cape_1_physics_may_2020_1_4_d
cape,1,Physics,May,2020,1,5,"Mechanics, Waves and Properties of Matter",S.I. Units,3,C,"\text{Which of the following units gives the dimensions of the universal gravitational constant, } ( G ) \text{?}",\text{m s}^{-2},\text{kg m}^{-2}\text{ s}^{-1},\text{kg}^{-1}\text{ m}^3 \text{ s}^{-2},\text{kg}^{-1}\text{ m}^{-1}\text{ s}^{-1},"LaTeX(""Which of the following units gives the dimensions of the universal gravitational constant, $( G )$?"").parsingMode(.onlyEquations)","LaTeX(""m s$^{-2}$"").parsingMode(.onlyEquations)","LaTeX(""kg m$^{-2}$ s$^{-1}$"").parsingMode(.onlyEquations)","LaTeX(""kg$^{-1}$ m$^3$ s$^{-2}$"").parsingMode(.onlyEquations)","LaTeX(""kg$^{-1}$ m$^{-1}$ s$^{-1}$"").parsingMode(.onlyEquations)","Which of the following units gives the dimensions of the universal gravitational constant, $( G )$?",m s$^{-2}$,kg m$^{-2}$ s$^{-1}$,kg$^{-1}$ m$^3$ s$^{-2}$,kg$^{-1}$ m$^{-1}$ s$^{-1}$,cape_1_physics_may_2020_1_5,cape_1_physics_may_2020_1_5_a,cape_1_physics_may_2020_1_5_b,cape_1_physics_may_2020_1_5_c,cape_1_physics_may_2020_1_5_d
cape,1,Physics,May,2020,1,6,"Mechanics, Waves and Properties of Matter",Motions,2,B,\text{A tennis ball is given a horizontal velocity of } ( 8 \text{ m s}^{-1} ) \text{ when it is hit at a height } ( 1.8 \text{ m} ) \text{ above the ground. The ball is in the air for},0.37 \text{ s},0.61 \text{ s},2.98 \text{ s},8.89 \text{ s},"LaTeX(""A tennis ball is given a horizontal velocity of $( 8$ m s$^{-1} )$ when it is hit at a height $( 1.8$ m$)$ above the ground. The ball is in the air for"").parsingMode(.onlyEquations)","LaTeX(""$0.37$ s"").parsingMode(.onlyEquations)","LaTeX(""$0.61$ s"").parsingMode(.onlyEquations)","LaTeX(""$2.98$ s"").parsingMode(.onlyEquations)","LaTeX(""$8.89$ s"").parsingMode(.onlyEquations)",A tennis ball is given a horizontal velocity of $( 8$ m s$^{-1} )$ when it is hit at a height $( 1.8$ m$)$ above the ground. The ball is in the air for,$0.37$ s,$0.61$ s,$2.98$ s,$8.89$ s,cape_1_physics_may_2020_1_6,cape_1_physics_may_2020_1_6_a,cape_1_physics_may_2020_1_6_b,cape_1_physics_may_2020_1_6_c,cape_1_physics_may_2020_1_6_d
cape,1,Physics,May,2020,1,10,"Mechanics, Waves and Properties of Matter",Motions,2,B,"\text{A train travels with a velocity of } ( 5 \text{ m s}^{-1} ) \text{ and then accelerates uniformly for a distance of } ( 50 \text{ m} ) \text{. If the train reaches a velocity of } ( 15 \text{ m s}^{-1} ) \text{, what is the acceleration of the train?}",0.09 \text{ m s}^{-2},2.0 \text{ m s}^{-2},2.5 \text{ m s}^{-2},100 \text{ m s}^{-2},"LaTeX(""A train travels with a velocity of $( 5$ m s$^{-1} )$ and then accelerates uniformly for a distance of $( 50$ m$)$. If the train reaches a velocity of $( 15$ m s$^{-1} )$, what is the acceleration of the train?"").parsingMode(.onlyEquations)","LaTeX(""$0.09$ m s$^{-2}$"").parsingMode(.onlyEquations)","LaTeX(""$2.0$ m s$^{-2}$"").parsingMode(.onlyEquations)","LaTeX(""$2.5$ m s$^{-2}$"").parsingMode(.onlyEquations)","LaTeX(""$100$ m s$^{-2}$"").parsingMode(.onlyEquations)","A train travels with a velocity of $( 5$ m s$^{-1} )$ and then accelerates uniformly for a distance of $( 50$ m$)$. If the train reaches a velocity of $( 15$ m s$^{-1} )$, what is the acceleration of the train?",$0.09$ m s$^{-2}$,$2.0$ m s$^{-2}$,$2.5$ m s$^{-2}$,$100$ m s$^{-2}$,cape_1_physics_may_2020_1_10,cape_1_physics_may_2020_1_10_a,cape_1_physics_may_2020_1_10_b,cape_1_physics_may_2020_1_10_c,cape_1_physics_may_2020_1_10_d
cape,1,Physics,May,2020,1,14,"Mechanics, Waves and Properties of Matter",Motions,2,D,"\text{If } ( m ) \text{ is the mass of an object and } ( E ) \text{ its kinetic energy, then its linear momentum is}",m\sqrt{E},2 \sqrt{m}E,\sqrt{m}E,\sqrt{2mE},"LaTeX(""If $( m )$ is the mass of an object and $( E )$ its kinetic energy, then its linear momentum is"").parsingMode(.onlyEquations)","LaTeX(""$m\\sqrt{E}$"").parsingMode(.onlyEquations)","LaTeX(""$2 \\sqrt{m}E$"").parsingMode(.onlyEquations)","LaTeX(""$\\sqrt{m}E$"").parsingMode(.onlyEquations)","LaTeX(""$\\sqrt{2mE}$"").parsingMode(.onlyEquations)","If $( m )$ is the mass of an object and $( E )$ its kinetic energy, then its linear momentum is",$m\sqrt{E}$,$2 \sqrt{m}E$,$\sqrt{m}E$,$\sqrt{2mE}$,cape_1_physics_may_2020_1_14,cape_1_physics_may_2020_1_14_a,cape_1_physics_may_2020_1_14_b,cape_1_physics_may_2020_1_14_c,cape_1_physics_may_2020_1_14_d
cape,1,Physics,May,2020,1,18,Oscillations and Waves,Physics of the Eye and Ear,2,C,\text{The power of a lens of focal length } ( 15 \text{ cm} ) \text{ is},0.067 \text{ D},0.67 \text{ D},6.7 \text{ D},67 \text{ D},"LaTeX(""The power of a lens of focal length $( 15$ cm$)$ is"").parsingMode(.onlyEquations)","LaTeX(""$0.067$ D"").parsingMode(.onlyEquations)","LaTeX(""$0.67$ D"").parsingMode(.onlyEquations)","LaTeX(""$6.7$ D"").parsingMode(.onlyEquations)","LaTeX(""$67$ D"").parsingMode(.onlyEquations)",The power of a lens of focal length $( 15$ cm$)$ is,$0.067$ D,$0.67$ D,$6.7$ D,$67$ D,cape_1_physics_may_2020_1_18,cape_1_physics_may_2020_1_18_a,cape_1_physics_may_2020_1_18_b,cape_1_physics_may_2020_1_18_c,cape_1_physics_may_2020_1_18_d
cape,1,Physics,May,2020,1,20,Oscillations and Waves,Properties of Waves,3,B,"\text{A beam of monochromatic light is incident normally on a diffraction grating having 500 lines per millimetre. If the second order of diffraction is found at } ( 30^\circ ) \text{ to the normal, what is the wavelength of light used?}",480 \text{ nm},500 \text{ nm},560 \text{ nm},600 \text{ nm},"LaTeX(""A beam of monochromatic light is incident normally on a diffraction grating having 500 lines per millimetre. If the second order of diffraction is found at $( 30^\\circ )$ to the normal, what is the wavelength of light used?"").parsingMode(.onlyEquations)","LaTeX(""$480$ nm"").parsingMode(.onlyEquations)","LaTeX(""$500$ nm"").parsingMode(.onlyEquations)","LaTeX(""$560$ nm"").parsingMode(.onlyEquations)","LaTeX(""$600$ nm"").parsingMode(.onlyEquations)","A beam of monochromatic light is incident normally on a diffraction grating having 500 lines per millimetre. If the second order of diffraction is found at $( 30^\circ )$ to the normal, what is the wavelength of light used?",$480$ nm,$500$ nm,$560$ nm,$600$ nm,cape_1_physics_may_2020_1_20,cape_1_physics_may_2020_1_20_a,cape_1_physics_may_2020_1_20_b,cape_1_physics_may_2020_1_20_c,cape_1_physics_may_2020_1_20_d
cape,1,Physics,May,2020,1,23,Oscillations and Waves,Properties of Waves,3,D,"\text{Item 23 refers to the following diagram which represents the waveform produced when a speaker is held over one open end of a pipe of length } ( 85 \text{ cm} ) \text{.}
\text{If the speed of sound is } ( 340 \text{ m s}^{-1} ) \text{, what is the waveform's fundamental frequency?}",35 \text{ Hz},70 \text{ Hz},140 \text{ Hz},200 \text{ Hz},"LaTeX(""Item 23 refers to the following diagram which represents the waveform produced when a speaker is held over one open end of a pipe of length $( 85$ cm$)$.\nIf the speed of sound is $( 340$ m s$^{-1} )$, what is the waveform's fundamental frequency?"").parsingMode(.onlyEquations)","LaTeX(""$35$ Hz"").parsingMode(.onlyEquations)","LaTeX(""$70$ Hz"").parsingMode(.onlyEquations)","LaTeX(""$140$ Hz"").parsingMode(.onlyEquations)","LaTeX(""$200$ Hz"").parsingMode(.onlyEquations)","Item 23 refers to the following diagram which represents the waveform produced when a speaker is held over one open end of a pipe of length $( 85$ cm$)$.
If the speed of sound is $( 340$ m s$^{-1} )$, what is the waveform's fundamental frequency?",$35$ Hz,$70$ Hz,$140$ Hz,$200$ Hz,cape_1_physics_may_2020_1_23,cape_1_physics_may_2020_1_23_a,cape_1_physics_may_2020_1_23_b,cape_1_physics_may_2020_1_23_c,cape_1_physics_may_2020_1_23_d
cape,1,Physics,May,2020,1,24,Oscillations and Waves,Physics of the Eye and Ear,2,A,\text{A student's range of hearing is from } ( 40 \text{ Hz} ) \text{ to } ( 15 \text{ kHZ} ) \text{. What is the SHORTEST wavelength of sound she can hear if the speed of sound in air is } ( 330 \text{ m s}^{-1} ) \text{?},0.022 \text{ m},0.045 \text{ m},8.25 \text{ m},22.0 \text{ m},"LaTeX(""A student's range of hearing is from $( 40$ Hz$)$ to $( 15$ kHZ$)$. What is the SHORTEST wavelength of sound she can hear if the speed of sound in air is $( 330$ m s$^{-1} )$?"").parsingMode(.onlyEquations)","LaTeX(""$0.022$ m"").parsingMode(.onlyEquations)","LaTeX(""$0.045$ m"").parsingMode(.onlyEquations)","LaTeX(""$8.25$ m"").parsingMode(.onlyEquations)","LaTeX(""$22.0$ m"").parsingMode(.onlyEquations)",A student's range of hearing is from $( 40$ Hz$)$ to $( 15$ kHZ$)$. What is the SHORTEST wavelength of sound she can hear if the speed of sound in air is $( 330$ m s$^{-1} )$?,$0.022$ m,$0.045$ m,$8.25$ m,$22.0$ m,cape_1_physics_may_2020_1_24,cape_1_physics_may_2020_1_24_a,cape_1_physics_may_2020_1_24_b,cape_1_physics_may_2020_1_24_c,cape_1_physics_may_2020_1_24_d
cape,1,Physics,May,2020,1,25,Oscillations and Waves,Properties of Waves,3,A,"\text{Item 25 refers to the following two graphs which display the variation of displacement, with time and distance respectively, for the motion of a wave.}
\text{What is the velocity of the wave?}",2.0 \times 10^3 \text{ m s}^{-1},3.0 \times 10^3 \text{ m s}^{-1},5.0 \times 10^3 \text{ m s}^{-1},6.0 \times 10^3 \text{ m s}^{-1},"LaTeX(""Item 25 refers to the following two graphs which display the variation of displacement, with time and distance respectively, for the motion of a wave.\nWhat is the velocity of the wave?"").parsingMode(.onlyEquations)","LaTeX(""$2.0 \\times 10^3$ m s$^{-1}$"").parsingMode(.onlyEquations)","LaTeX(""$3.0 \\times 10^3$ m s$^{-1}$"").parsingMode(.onlyEquations)","LaTeX(""$5.0 \\times 10^3$ m s$^{-1}$"").parsingMode(.onlyEquations)","LaTeX(""$6.0 \\times 10^3$ m s$^{-1}$"").parsingMode(.onlyEquations)","Item 25 refers to the following two graphs which display the variation of displacement, with time and distance respectively, for the motion of a wave.
What is the velocity of the wave?",$2.0 \times 10^3$ m s$^{-1}$,$3.0 \times 10^3$ m s$^{-1}$,$5.0 \times 10^3$ m s$^{-1}$,$6.0 \times 10^3$ m s$^{-1}$,cape_1_physics_may_2020_1_25,cape_1_physics_may_2020_1_25_a,cape_1_physics_may_2020_1_25_b,cape_1_physics_may_2020_1_25_c,cape_1_physics_may_2020_1_25_d
cape,1,Physics,May,2020,1,27,Oscillations and Waves,Properties of Waves,2,A,"\text{Two progressive waves with a phase difference of } ( \pi ) \text{ undergo superposition. If each of these waves has an amplitude of } ( 5 \text{ cm} ) \text{, what is their resulting amplitude?}",0 \text{ cm},\frac{5}{\pi}\text{ cm},10 \text{ cm},5 \pi\text{ cm},"LaTeX(""Two progressive waves with a phase difference of $( \\pi )$ undergo superposition. If each of these waves has an amplitude of $( 5$ cm$)$, what is their resulting amplitude?"").parsingMode(.onlyEquations)","LaTeX(""$0$ cm"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{5}{\\pi}$ cm"").parsingMode(.onlyEquations)","LaTeX(""$10$ cm"").parsingMode(.onlyEquations)","LaTeX(""$5 \\pi$ cm"").parsingMode(.onlyEquations)","Two progressive waves with a phase difference of $( \pi )$ undergo superposition. If each of these waves has an amplitude of $( 5$ cm$)$, what is their resulting amplitude?",$0$ cm,$\frac{5}{\pi}$ cm,$10$ cm,$5 \pi$ cm,cape_1_physics_may_2020_1_27,cape_1_physics_may_2020_1_27_a,cape_1_physics_may_2020_1_27_b,cape_1_physics_may_2020_1_27_c,cape_1_physics_may_2020_1_27_d
